col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
37,17.949417624114506,16.452025935989457,18.26001826611574,15.687104732701851,17.372248634196698,22.157107383895813,18.941524226525665,22.914956495326855,19.632602332428394,16.008831910465304,16.56691562641983,19.814715004159577,22.67977299292192,19.164890343776165,20.096736576838047,17.14296201447354,19.478661331067627,16.852350788016214,16.963393182698493,17.79899609798511,16.359041937794405,17.387916681430927,17.165505060919863,18.1129482676762,16.397888388535264,16.401998176504897,16.58848774194054,18.033452292791974,16.983545446170112,18.469516638371374
38,18.628269920486595,16.271391604509166,18.97549577509039,17.784123803460606,16.879796716021445,22.14525506861984,19.200475328337486,24.143393290995007,17.730716644951016,16.57881872022664,17.205580374079098,20.102920249031932,23.435104273420382,17.442829136086225,19.883041398443403,18.15213118685033,18.682403338665267,15.68464271278076,18.699099690389033,17.32884579476368,17.683291392434853,16.959688435337274,18.328449318734265,18.16665846798512,17.84118992012811,16.408950300218585,17.132460124740888,17.086745073836262,17.75778460637454,17.41819538359418
39,17.255874662363226,17.737827285101325,17.825913370723168,16.987477763118154,17.26418418955863,21.41905591659674,19.365950892635563,21.833674688614302,17.491214906276365,17.749338448701568,16.752420917492728,19.31597958414747,24.19449007867238,17.510882830163087,20.260583371068343,15.855001335052577,19.431378249282915,17.51028570046842,17.037657348401325,17.49659120167041,17.283653256455757,18.690214207127397,18.934150583637567,18.25234265726412,16.22535337161417,17.681460069901,16.12710007949534,17.51041536392939,15.625753040501023,17.295415036372397
40,18.766835041729703,17.349207962058454,16.857651455868105,17.96559522744221,16.623370717101903,21.82827439205697,18.44769407242528,19.686526247133962,16.715978201347493,18.1946446555874,17.40417961554965,18.594195344914844,24.759306018369674,16.818659028364458,18.361578526399413,16.431805266015676,17.141856590354287,17.54466486666869,17.552515549554414,17.740636541606435,17.042556825026324,18.903371145856685,17.303034383518845,17.742663072810284,17.35776045822812,17.221727623534612,16.94857919787982,16.832347777576505,17.49348982748129,17.646119650639523
41,17.379918895122014,16.045937546851906,17.57772894671541,17.137199864626474,17.852566918963085,19.726851093026166,17.51838920848938,20.476883230730316,16.64535758407052,16.887147135863177,18.004139665345953,19.54988015157697,25.270024667864664,16.44368880269259,19.06317055186586,16.721789024832702,17.945638068694556,17.515053341338206,17.317614128558855,18.778923056391893,18.14163643850726,18.732679035731636,21.299766251785968,17.88892455619657,17.214463938625503,18.1556029928146,16.249989423279175,17.32492479804577,16.149098554606645,17.33698269796504
42,18.102665903296757,18.002119391166516,17.66589359969809,16.99063629243368,16.454369089809774,19.65167085673952,19.711134147059106,20.899457014739685,17.625064737959338,19.287150805035658,16.200063828488375,17.856834424337407,24.59059263101606,16.97032181624092,18.33278359538553,16.86771961184744,16.58260130032184,17.519966696527568,17.52691954772152,18.601196385200602,16.174276732046433,18.21850605851768,20.563397555499996,18.80324442052408,15.85737548064239,17.351376188317623,15.645132213235957,18.223863928469562,15.545047266372059,16.840943471999857
43,18.822320341963138,16.9367550556463,17.58823410431283,17.52018783827691,18.66591994480119,20.57067603730963,17.49633607181812,18.72526318248646,15.513961001264908,19.204251420057684,17.777944332647856,17.396624268819306,25.22643120315774,16.92714917910608,18.20956394898261,16.00864021278173,16.33661784221916,16.05238880852641,16.75317020492477,17.138017368842775,17.71140165744669,19.993220963719416,18.862271878843817,16.706059439920086,17.209133313744328,17.76714983100551,17.64599799420171,16.81476743098923,16.761872798170764,17.217365850300446
44,18.37355510173516,16.286780369131993,16.84469466426758,16.7531955252074,17.82511620342172,20.472270295810514,18.338748899926937,20.290699090490772,16.678314691541452,22.70104290640945,17.18317912378081,17.28218654399446,23.90799707816864,17.421402064594883,19.68573114293215,17.27929695993432,17.688521840507953,17.42536656300462,16.300986329994505,20.123255882077107,17.438972519266283,23.594099843650863,17.883201622971413,16.560204702196934,17.121530402491757,17.19244532831662,16.798278114309518,18.527773950486893,16.929940722629023,18.441061906075607
45,16.759245433058577,18.250263909794416,16.406730395892943,16.942342851208526,15.771162035449171,21.2158934246508,17.77289574677229,19.493214227720944,16.49649365476057,22.35538827951987,17.229866516227833,16.323397724187938,23.65244331101276,16.999353291432463,17.672663055164904,17.27495972702988,19.46762467851353,17.162585849145053,16.916978431273233,17.277876678329907,15.329421726927862,23.256489271400483,21.896760402352232,17.316109026359673,16.313915884173134,16.971565055920056,16.38630472104383,17.221738642015982,16.589477124619034,20.031385532110757
46,16.448824647773996,15.9363429348079,17.143033062719592,16.632403230542238,18.943807209848885,20.76675140748381,17.134270566605757,18.90255618168507,17.10942947538182,20.962078937811267,16.583807912467375,17.485666986035632,24.66672139575794,16.285026055207098,19.232014686404185,17.993802766842315,17.852349752952655,16.60560198200959,15.997035867559061,16.480083133743562,17.74558027621922,22.25236113423703,18.126701306920534,17.497588987928616,16.36135808686476,16.8229323678746,16.78465315829023,18.474490251696885,16.181680367372774,18.743523462458867
47,18.888542487538253,18.43269071774164,17.612766867005757,17.269318020738556,17.671606942124175,19.638242776151273,16.736339363786314,19.79148903081547,18.31426174864762,20.435925443008628,17.549631869913096,17.603575153320072,24.711547478554508,16.334730477859406,20.004867884818456,17.210065581746026,17.540831869854312,17.85366011343592,17.060035531768058,19.131139073542613,18.082074491246523,19.2114441735299,17.734771457489707,16.260018561730906,16.622634077925202,16.94155634623372,17.31741254437239,16.47175085258118,15.849758476799847,20.449931380488874
48,18.60954445389458,16.345563168812525,16.44077349655937,18.539598332954387,19.876511046347765,21.418583904188992,17.782290128805645,20.449833259661133,18.785900770016873,20.542070405611636,16.25838293900246,17.08824473962909,24.099323483038702,18.01160723214811,21.67724456281982,16.922487858886925,17.28311566769598,17.37077752661077,16.627339125375663,18.250325070877704,17.034293818691072,18.123212867059202,18.145257101733325,17.293112193103877,18.028121164942434,17.075691446596363,17.384446077168047,16.787349774920944,17.235117708010183,21.9584989793435
49,18.144356099474034,17.053069620053197,17.328166489427932,18.02029522052504,18.430755955949696,21.53596073828582,18.19637760243662,20.48402862461557,18.430922147615757,17.471179459443796,15.393069345741939,17.08453790449005,24.284054992030047,17.718499097282915,20.612751195791457,17.6064027240316,18.250918887253796,17.156181987318007,15.686019693778618,18.63624716728396,15.432864349386666,16.375616206223953,16.30348115704362,16.342979979851357,18.01861630064472,17.706192882738225,16.365171396088208,17.93823001961561,17.581083233108618,21.57464501798916
50,20.040473900778366,18.294664762903402,18.53575211755213,17.12092219990602,18.228819309283097,18.197277047046267,18.69473515210117,21.200198613356093,17.859797259575128,18.357062775942413,15.65995322604149,16.71733254084665,24.577270691725072,17.308549625347936,19.239829973039125,17.461465700387457,18.50109656319232,16.818616962699416,14.91434856783066,20.120410944342904,16.9292919773944,17.799837162236333,18.142841210730886,17.75984780989762,17.59474392228698,16.06790245964296,16.568791236547142,17.122701872421175,16.954968430671336,23.26298336079462
