col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
21,21.469712716376577,49.066723485431595,21.693741914728648,20.551573821375293,23.504016308469634,51.218754187070644,18.412446370449686,17.183357583424375,55.371369299065876,19.63474881897086,55.22267968692128,19.82339129249131,24.184389137620144,19.922987862405282,17.82094385669196,20.914954539807585,25.1995577416684,47.844507430662354,53.18604791503736,37.46382707400142,43.38839211825706,18.9312158273901,25.724509636678896,19.51885894634573,18.572299572268115,17.72129959407622,26.960118593612492,21.12852640666808,55.147550107271094,18.86067646416568
22,19.59330864545663,50.326180483627105,19.919526090243533,21.175648917749147,19.38601417504725,50.73904911959456,16.866724081244932,17.98082767308289,54.84778374247039,18.906116960244677,56.1611395854797,19.723409531548953,22.200477287747233,19.350549237965218,20.376658010440686,20.203581105380618,22.601765442355813,47.987256162745325,51.782981364984494,34.211465364857794,37.1750299728894,17.53475621690257,26.32363161630078,18.64389004681195,19.394813663902923,18.114760896293415,24.763112446591528,22.935354571884293,52.50302654350689,18.852970452180063
23,18.559986673469265,49.78052201671749,19.43633007013531,19.49792975468475,19.617794985224734,51.081783333890726,17.333281604690185,17.37641960321644,56.35011374051826,17.426523102613267,56.00894862174499,19.27932378247351,22.739382947269405,19.20695247261861,17.362350866497355,20.588646530725228,21.788707106424653,47.72055325559249,52.54159949290877,31.184539198927308,33.96849450817703,16.972842090427076,25.513103338462063,18.882258808020914,18.568341856593474,17.795385793218443,22.543492109626094,21.96866340675676,54.04366973012128,20.342320930616697
24,17.828626361762023,49.03228061480671,18.335228715534345,18.938840170671035,19.241549938351376,50.6796441438226,16.022461992212765,18.416903322394273,55.160868048907844,19.69479908112649,56.40525252981258,18.284824352458294,20.656035251085303,17.99047214538868,18.55627365725524,19.786373110896594,20.875414612218044,47.17639944902932,41.652282590143855,28.738745978176794,31.969557064840792,17.93726804495115,27.094463642365042,18.635530795445387,18.339701701057564,16.559889375478388,21.158823967545047,18.728831012101953,53.62193823429331,19.2631094425423
25,18.44194695490148,50.367563386234536,19.656309651962534,19.939346054181794,16.21678403364024,50.82733002733194,16.030533370476608,18.05959562964964,54.8346520431424,18.883358869718926,55.92512399980879,19.226532967456578,19.552533902492286,17.75034932953645,17.674946680324666,18.560261944666046,18.365562866617502,49.360489882720316,38.87303317400035,29.30621302018054,32.18787205256201,18.04095529566043,27.413971662519433,18.854608368003976,17.724602965631885,16.941685309511644,19.974671067303408,24.306458540418042,50.91596833200428,18.88560154732889
26,18.087888413647633,49.09682168813478,19.252923798806044,19.501766533919195,17.45954710451324,52.26075402334713,16.34269744562221,17.09279708359286,53.92392998655846,18.58576678303796,56.63649679631191,17.171883803407695,20.536534157986697,17.085096339151605,17.801153764784228,19.325458160174968,20.111652249580423,45.653618233109526,33.67912424389369,23.77568502931483,30.957569609650015,17.85228555751559,24.428916678901867,17.658123541174252,16.866604932543684,17.504158711532636,19.08937395868584,19.56558847023637,42.233755276478355,18.306727255096934
27,17.39831395022322,50.4337863431076,17.976208174516593,21.31228561434404,18.511495740628693,51.80067215906795,17.463168319539022,17.83097613586133,55.07899492731207,20.013981051530727,54.44144070914301,17.117272583925992,20.655632267368784,17.513610427945093,17.149193787731964,18.27742673531342,20.06911111967794,48.26890436551087,33.349112855103954,25.184897904942115,29.863076723818615,17.711407164545978,26.151718681993387,17.17686971818715,20.16904903592007,17.534280402018975,20.702290433175307,19.897799567508244,40.12716042100634,17.503220326907474
28,18.696697784298333,49.14275341464474,18.883501184466066,17.819958072577137,18.400897246004078,55.131182156634786,15.955905187824937,17.648548797613472,55.63664220142706,18.63796316618388,54.93463461719165,17.220742046411587,20.008006617443176,17.774059034693924,18.525296039795258,18.085112991268694,17.45367515816214,47.662218593063145,31.115691544420244,22.442801648442156,28.32554881727448,17.337446400341637,25.590803110266037,17.287375897058087,17.881041560790912,16.435505053188137,17.957574509800743,18.390880474314784,39.303080654192755,18.242536904992377
29,19.445996649655573,50.77010509776476,18.040472487543525,20.089381459629298,18.940160620959645,53.47643430637048,17.379448644536353,17.72575673686614,54.01344585986099,18.473641515070337,55.7658735242048,16.647334066838837,19.911035897448194,16.66386909841743,16.902384366463707,18.252859203044025,19.22643805716412,47.99536710892095,30.08153792054563,19.85252152675674,28.65957923398632,17.587634725270618,26.28424119644841,18.10991377535406,18.400757502952814,15.306057035041665,18.189506763620678,19.186109781141603,32.900477640629525,18.133852202731205
30,18.42721771380741,49.74899991316668,16.935199197828908,18.229986466426762,20.55617328815319,55.666583065363675,16.412622882476647,16.588130924702014,53.44118457882241,18.65919972122949,57.12481179547954,18.351821624202902,19.969280290101498,17.81510535755545,18.488306153858336,20.145522296600436,17.595654722263387,47.3631311913477,29.447674045861827,19.748706117333025,24.706554780152445,19.342389414020268,25.6856606002989,16.702986872668102,18.646235980087265,17.91822413299604,18.37663548471592,18.399523224926597,30.251961844229204,17.743087408950764
31,18.679247266909293,48.462302275352776,16.170288686916834,19.050529281468652,18.26137888575522,42.146955430755185,16.670173257781997,16.40157336398277,53.40899889857435,18.631616887619074,55.9208297912509,16.828036808156675,20.60408314270329,16.69696292383619,16.341389710421673,19.762664719943658,17.32966804882201,47.78786206446139,28.084549572656147,18.325077306811266,24.029927771978155,17.882690665405566,25.183549790822934,17.766078007485085,19.74918364233824,17.382537678565868,19.332242849579405,17.105676199710363,29.868179139060736,18.219045575736192
32,18.537676962412565,47.940801318347916,16.590972567026096,18.00575943803383,19.80503873174223,38.584546601519484,16.492604679660616,17.044856958146514,53.85935894049465,17.79080168271311,54.076270768855,17.920868529661902,21.05992653911758,16.421100322497807,17.785967271381907,17.56734367245576,16.446265012333548,49.76885929337035,27.98644745654142,18.669140557480667,21.44861553525892,18.405838171072354,25.87877227287886,17.3975873062173,19.502509457480954,17.656683548048267,19.397012530299897,17.36206482214796,27.364683002655322,17.907925897953923
33,17.423311765576933,49.31697003265695,17.962352959033478,19.635173887548373,17.910739038698644,31.30027762875276,15.320425833480977,16.266737892519,54.299394918443156,16.834000379384108,57.65831860240736,19.008974384664214,20.312393575487654,16.450837414048024,16.618607725000288,17.802532896702417,18.453334948949852,47.621828336548376,26.603469873703233,17.466292409759255,20.275450577497068,17.481974996977414,24.55026670410705,17.48648255280816,18.632241681234905,17.750799462614165,18.22229350322324,18.41617814139512,23.867785384683515,19.62584657301796
34,18.16463839853244,48.93364804231458,18.108719977682554,19.20984656231328,18.621097751818937,27.25300545699293,17.504575094246565,16.319690687540245,52.64904503523829,17.20894313185992,42.09561158786044,18.524070245231094,19.119258794845074,17.37763474301104,15.410096699649412,17.17894950714288,17.17623492826713,47.38602194585162,25.954009017200043,18.091750355246326,19.28822383376756,17.69871984161695,26.361773925520325,16.901060427604044,17.734320990685525,16.463435510790212,19.788532710341244,18.080683972026502,22.151059165279484,16.811246381385526
35,17.82160561646147,50.35491602675728,18.204450544404814,18.116648353990193,17.383504180663333,25.175196782585306,17.642138519407403,16.46152512640159,39.83018762202221,17.80489574387667,38.16230330967218,18.523188639411902,20.121881582501857,17.32060419659446,16.712724635268327,17.855708719646813,19.033105723112076,47.60951591301055,25.100871090965704,18.020521277816325,20.73394674790867,17.312940597537374,25.593722936559825,17.2675164348107,17.72761838698661,17.744118791737897,18.399599771345255,16.322603622081864,22.367319145726615,17.103693840559984
36,17.90706376068526,49.89624522142505,21.153003631665733,19.907507011706326,18.411846342594586,21.49297452732586,18.01220856134792,16.87638678848351,36.71239121845794,18.584622636607516,31.94846917799986,18.353982057573592,19.07399327839171,17.14352672599534,17.323754011974557,17.85467771901925,17.548510205721456,47.70205700355301,25.23344340715038,18.12928613571274,19.721330563257734,18.11511507703265,25.33405577908213,16.884618163562227,17.140470875575886,16.775317188868055,18.172037526962047,18.668926444829992,23.574436846357504,17.576542385417447
